income,expenses,savings,debt,transaction_count,food_expense,shopping_expense,entertainment_expense,risk_level
30486,12934,17552,0,27,2672,2011,1138,Low
164407,85470,78937,118750,77,20307,17476,10605,High
111900,56023,55877,0,82,12381,10428,8000,Low
151020,138269,12751,11675,16,22746,31749,8273,High
127795,118693,9102,28029,17,33784,20517,18487,High
167202,70050,97152,0,73,22068,10235,9213,Low
112508,35363,77145,0,16,7460,6859,4557,Low
143324,110073,33251,91985,50,38309,23356,10325,High
85566,48917,36649,26361,49,8079,6286,6810,Medium
52192,18671,33521,17448,12,5271,3945,1010,Medium
26062,19401,6661,927,26,4649,3178,1158,Low
109076,71370,37706,25230,75,17080,12738,11424,Low
114780,107587,7193,41438,88,25985,16768,10574,High
177617,79539,98078,16622,61,16045,22770,8116,Low
46689,26266,20423,16930,31,7698,6216,2134,Medium
36174,23609,12565,24690,13,6948,3600,2758,High
113461,92425,21036,52765,15,19083,21165,5342,High
151174,99282,51892,9545,47,31478,26777,9437,Low
128033,89416,38617,19632,35,19078,16124,11540,Low
34348,15353,18995,0,20,4529,4083,1839,Low
179786,152907,26879,51992,99,26636,20012,30573,Medium
63102,36511,26591,0,26,6708,9659,3954,Low
99460,38950,60510,0,97,8302,8103,4208,Low
127634,93392,34242,0,40,25101,13504,11724,Low
114930,50621,64309,73266,86,14128,9184,3976,High
31801,11556,20245,8674,44,2649,3439,2096,Medium
128150,110246,17904,0,25,18253,28301,14975,Medium
179697,107657,72040,48677,88,24193,23148,8485,Medium
26542,20889,5653,1177,27,6010,2570,3530,Low
46677,22819,23858,0,71,6485,4188,1258,Low
64081,52003,12078,30138,36,9466,7936,10264,Medium
118105,44024,74081,88299,44,6672,5027,7914,High
44065,23415,20650,25595,54,7038,4880,3206,High
113092,105824,7268,83034,44,18124,29401,7057,High
79693,65036,14657,57911,37,10826,15291,5351,High
51962,32383,19579,0,18,4874,4855,2976,Low
53295,27758,25537,0,85,6565,5960,2391,Low
38807,33641,5166,0,24,8432,9710,4192,Medium
198420,129796,68624,155296,30,36022,31745,24879,High
182504,144721,37783,0,61,30277,34428,16878,Medium
196334,155137,41197,0,44,45313,45553,23151,Medium
193152,60198,132954,120284,60,11068,15637,9227,High
157396,60135,97261,21473,92,19026,7656,10868,Low
116267,84730,31537,41609,64,22400,14364,4666,Medium
191981,77762,114219,0,96,20745,22786,8604,Low
44870,20912,23958,0,86,4014,4139,3507,Low
190650,174504,16146,133807,53,28762,21346,30054,High
51790,34394,17396,0,74,8355,6594,6503,Low
143874,113368,30506,0,97,30963,27140,17619,Medium
50289,33325,16964,12008,89,5632,9981,2891,Low
40485,26685,13800,21776,34,9075,4397,3358,High
69482,25096,44386,18274,96,8685,5089,1376,Medium
111188,58193,52995,24738,56,15077,16057,8556,Low
29748,14385,15363,4389,89,4891,2460,1915,Low
165507,91686,73821,0,65,17043,11172,13755,Low
28709,23510,5199,6337,47,3646,6812,4455,Medium
148961,80700,68261,0,20,12741,15953,12354,Low
55355,32858,22497,0,76,8789,6589,3222,Low
169188,94457,74731,89877,24,15333,21181,7538,High
181542,65484,116058,0,10,22376,6594,11668,Low
198416,116410,82006,77664,16,20765,33319,9213,Medium
67918,29010,38908,0,10,6119,4998,2153,Low
77224,32539,44685,44652,58,10233,5837,2635,High
64298,23219,41079,48625,82,4498,3130,2933,High
105219,55959,49260,0,38,11113,9828,3840,Low
86629,68641,17988,0,35,19113,17900,13091,Medium
91040,43670,47370,33692,96,8961,11354,8512,Medium
53016,26668,26348,34706,54,5159,7657,5228,High
48960,35140,13820,26764,80,7057,6347,1963,High
58591,25035,33556,8604,21,6211,6052,4804,Low
128333,113320,15013,84280,41,38893,22828,22620,High
139821,89223,50598,47973,29,28234,23269,17074,Medium
61395,36280,25115,9282,60,7507,8798,5465,Low
154695,102498,52197,34874,90,22823,17791,15906,Low
178772,72925,105847,38261,45,17713,12202,4983,Low
59620,41659,17961,24764,76,14405,6269,7546,Medium
153148,82089,71059,28714,10,15143,17674,4838,Low
45559,40236,5323,4503,36,8912,11779,3929,Medium
118396,48513,69883,11715,49,14354,6792,9638,Low
46732,29421,17311,0,93,10085,3502,3334,Low
116362,80147,36215,0,23,14517,9928,5584,Low
186426,59973,126453,47953,78,11723,15390,11718,Medium
38843,20835,18008,1076,96,4065,3542,4117,Low
139065,107944,31121,14154,88,16643,15638,8425,Medium
96726,80596,16130,0,15,21827,13747,14484,Medium
42640,21471,21169,16835,42,6100,4918,2330,Medium
77528,63502,14026,28131,64,17177,13294,6807,Medium
63413,58913,4500,0,28,9677,14652,5267,High
77638,66533,11105,45255,86,10901,11165,3772,High
135133,50873,84260,57087,38,9771,9686,4588,Medium
131357,102566,28791,21235,70,21339,12348,5955,Medium
175159,88942,86217,15424,79,27332,10193,16779,Low
197502,186139,11363,60575,88,33854,35822,27782,High
180576,111141,69435,120937,89,17651,17818,20338,High
163186,61942,101244,112963,33,14172,13785,9761,High
103859,80113,23746,50088,32,18688,8700,5583,Medium
124657,63569,61088,72554,19,15268,7905,12147,High
167047,158377,8670,15389,63,49949,43242,29297,High
36023,33748,2275,0,50,5723,7197,3449,High
46447,33743,12704,24782,58,9812,8179,2251,High
150899,58003,92896,0,26,12620,15567,9026,Low
48959,36545,12414,34473,65,7747,7044,5819,High
91203,32875,58328,14227,54,11062,8291,6066,Low
144156,45998,98158,0,39,9185,9425,2663,Low
185775,155107,30668,92227,53,43198,22420,11052,Medium
34337,14982,19355,0,83,3071,2509,2093,Low
71427,39025,32402,39963,64,9812,7729,5575,High
86529,80709,5820,7753,28,24798,13186,4442,High
127023,65918,61105,86321,38,21511,11015,7220,High
109665,54033,55632,0,11,17168,9049,7436,Low
130787,117294,13493,0,45,31251,14611,18847,Medium
187993,69930,118063,147551,28,13969,8176,6812,High
58307,46279,12028,34535,16,13062,5058,5673,High
183427,172832,10595,17316,35,50463,21118,29745,High
152016,134662,17354,92004,88,20487,22723,26001,High
29835,21588,8247,2273,47,5134,4722,1825,Low
45159,22766,22393,992,12,7254,3133,2002,High
146790,68302,78488,47398,89,16933,18960,13043,Medium
130616,108739,21877,0,75,23082,28454,11894,Medium
194160,169285,24875,0,80,54909,34551,26705,Low
103752,66560,37192,55830,52,12059,16296,9440,High
80284,36835,43449,0,71,7046,6382,3419,Low
82043,30635,51408,47570,80,8806,3288,4535,High
191619,68344,123275,77468,33,15068,19195,10137,Medium
122007,93628,28379,0,48,27395,11755,13001,Medium
107844,61802,46042,0,77,11219,17897,4013,Low
52532,46673,5859,31335,53,9355,10005,9300,High
190421,148678,41743,151669,14,26959,23953,16363,High
147402,62545,84857,78494,64,21301,12453,9115,High
143012,99958,43054,56458,39,23098,20024,18278,Medium
161785,94333,67452,119484,38,20512,9872,10706,High
81178,54812,26366,1029,35,8377,9377,9103,Low
74407,58018,16389,43449,92,10482,14386,11358,High
75990,62617,13373,54028,35,14666,12649,6502,High
154473,131059,23414,7621,46,21454,19507,14520,Medium
83141,38667,44474,0,62,9749,6458,7185,Low
179865,57597,122268,29457,39,13881,15701,4259,Low
81570,63668,17902,36968,12,19319,13058,3456,Medium
193964,71596,122368,0,52,20187,14725,13340,Low
26015,13129,12886,0,16,3140,3837,2274,Low
86813,26259,60554,31945,58,5118,4311,5143,Medium
52712,39169,13543,11779,82,11569,7673,2300,Low
125497,51282,74215,37085,50,14952,13453,3765,Medium
164487,119406,45081,0,86,21571,30064,7856,Low
137816,130185,7631,0,88,43345,19939,19854,High
153778,53397,100381,1231,63,8697,6953,7523,Low
87292,30560,56732,61621,78,4920,7338,3175,High
48833,25454,23379,22333,36,4771,3857,1491,Medium
160230,138302,21928,42513,17,45901,39351,20185,Medium
45309,19940,25369,26208,41,5064,2509,2702,High
31970,17079,14891,12986,93,5253,2795,1143,Medium
97474,33582,63892,38920,73,6567,3726,6257,Medium
71540,56949,14591,6303,19,14125,13705,4546,Medium
176456,99768,76688,54985,22,22114,27760,16115,Medium
43017,34134,8883,8295,72,10771,7754,6238,Medium
100880,89515,11365,1266,44,13831,25740,12256,Medium
130570,58925,71645,37614,70,11712,7406,5128,Medium
33702,27797,5905,0,63,5017,3267,2679,Medium
156456,52946,103510,32146,17,17040,14172,9681,Low
25404,22463,2941,0,38,5469,6089,2128,Medium
197015,142441,54574,15909,50,32881,37918,23065,Low
185261,160852,24409,29495,39,38587,41788,31933,Medium
37763,11333,26430,30205,95,3902,1954,2266,High
174456,71509,102947,0,30,22886,10260,9297,Low
123142,68139,55003,62917,85,19847,19471,11855,High
165932,90711,75221,18749,20,18876,14640,18009,Low
105642,47261,58381,77805,11,8650,8491,5019,High
75612,41438,34174,5663,59,13852,9941,3640,Low
48574,18640,29934,37112,50,4373,2957,1251,High
48524,27575,20949,23715,75,5673,7275,1961,Medium
35916,29506,6410,0,12,7204,3363,5253,Medium
29809,18225,11584,0,89,6079,4706,2520,Low
188273,58684,129589,78579,60,13345,12932,10625,Medium
169528,97298,72230,35623,77,25543,20880,16386,Low
146288,46470,99818,0,96,14433,8907,7019,Low
63765,59177,4588,0,93,13931,9196,8367,Low
190888,73080,117808,0,34,14375,14090,4183,Low
70106,53280,16826,17697,39,18589,10123,9635,Medium
78932,73588,5344,49818,91,25116,15950,8291,High
173172,144932,28240,94452,20,46189,22655,19416,High
82091,61942,20149,58366,26,17819,7155,3301,High
46949,39702,7247,26010,35,8296,5122,7559,High
62744,58864,3880,0,32,19583,14117,10914,High
133319,93839,39480,0,65,19247,9806,12339,Low
117193,77754,39439,0,61,24116,21093,10620,Low
61187,43342,17845,13115,57,14461,10353,6750,Low
163311,105537,57774,67962,29,28558,26766,9467,Medium
149454,106531,42923,0,11,33089,28464,8872,Low
39489,23393,16096,483,97,7212,2913,3534,Low
86877,38398,48479,54251,40,7243,10155,2521,High
199197,75328,123869,57624,36,21361,15135,8896,Medium
74922,25804,49118,0,11,4352,7150,3197,Medium
119074,56102,62972,77099,87,14113,15558,6014,High
188121,62076,126045,57080,13,11325,6507,4828,Medium
62131,41544,20587,0,22,9690,7335,4291,Low
199016,96420,102596,28091,44,30526,19793,9703,Low
140765,117672,23093,0,81,40883,27731,14696,Medium
98963,34464,64499,5574,75,7361,5419,5211,Low
131884,58969,72915,37447,15,15119,8870,11512,Medium
150917,116909,34008,60750,40,29491,20605,8373,Medium
49285,33968,15317,19449,19,11579,6799,6146,Medium
62626,21413,41213,198,30,5261,6214,1983,Low
198880,173066,25814,79736,83,50158,43685,24005,Medium
44198,38461,5737,13569,32,12859,7148,5077,High
175830,90511,85319,136736,12,20335,10035,12087,High
40254,20982,19272,5125,41,6932,2805,3325,Low
69238,65282,3956,19616,29,21770,12480,7001,High
26252,18560,7692,8809,83,6238,4876,1816,Medium
64764,41795,22969,20242,38,8529,7361,7436,Medium
102709,86768,15941,54709,61,19962,18021,7202,High
193513,93938,99575,33363,55,30443,26148,7236,Low
78682,45554,33128,13915,43,10105,12880,2384,Low
84494,40054,44440,49291,93,10816,5733,3267,High
106317,86430,19887,42551,70,15005,9396,11044,Medium
90215,60685,29530,29962,81,9785,9775,7936,Medium
103587,75435,28152,14021,80,17531,18041,6650,Low
31949,14824,17125,4793,79,3939,4302,901,Low
80393,35625,44768,678,20,8141,4111,5760,Low
163013,100651,62362,11922,91,26727,10638,16476,Low
50934,39698,11236,22689,98,10044,10989,7926,Medium
179458,115105,64353,128043,72,33051,28733,21294,High
100745,32361,68384,23144,30,9058,9658,6113,Low
119456,103276,16180,0,12,24254,18523,17529,Medium
78413,26820,51593,0,91,6302,4913,3817,Low
122239,112617,9622,0,97,20063,15142,7802,High
67318,21295,46023,2004,19,5380,2622,3052,Medium
95390,71675,23715,0,36,19168,15463,4185,Medium
68088,24064,44024,0,21,5902,4159,4398,Low
128196,114343,13853,101608,16,24599,13271,13981,High
195883,117898,77985,138344,26,34700,32704,18229,High
80479,31337,49142,30452,74,5168,4376,1812,Medium
44963,23449,21514,18693,73,7805,5855,3051,Medium
80123,32620,47503,0,35,5027,5103,3105,Low
150911,62006,88905,55781,24,21235,16281,5750,Medium
127468,116795,10673,92085,42,28319,14445,12666,High
98477,58043,40434,4006,71,13496,14581,2907,Low
39388,32011,7377,27211,56,6443,3829,3841,Low
30569,21879,8690,8337,44,3325,4143,2690,Medium
94836,70148,24688,68244,74,14377,17312,12589,High
129573,49963,79610,97530,81,8587,6727,5859,High
192658,87123,105535,0,85,24565,13689,9107,Low
168087,136383,31704,0,92,29160,37226,27169,Medium
70002,65171,4831,0,34,19775,18053,8842,High
162326,76413,85913,0,66,14624,8328,9237,Low
173216,82540,90676,133253,41,27242,11028,10267,High
180286,109502,70784,0,72,27878,13522,18766,Low
162162,152350,9812,80683,21,26341,20710,15402,High
167709,79632,88077,0,72,18328,23414,8630,Low
178487,100761,77726,0,86,19280,21193,16462,Low
49071,43156,5915,21245,10,8196,8355,2630,Medium
83243,25130,58113,0,60,6314,7460,4517,Low
150827,49146,101681,61402,79,13976,10389,5628,Medium
133215,92270,40945,6654,17,30663,21427,12658,Low
197312,175567,21745,0,77,43967,29241,28726,Medium
126570,57621,68949,0,14,19773,10165,5180,Low
189506,114701,74805,21469,98,38806,25105,21053,Low
94724,56152,38572,0,95,18137,6398,11055,Low
140359,85258,55101,0,48,21314,12889,10584,Low
100697,70954,29743,0,32,12642,9888,13519,Low
53732,32525,21207,0,77,6296,3355,1631,Low
146465,86539,59926,87245,61,24190,17946,15934,High
167386,101818,65568,129145,13,23861,21606,9841,High
180026,123149,56877,103388,56,22088,21771,11911,High
82108,53292,28816,0,30,13099,8193,4487,Low
136195,116472,19723,0,65,17876,26836,11362,Medium
128081,42545,85536,30103,75,12626,5400,3489,Low
61668,51903,9765,33155,68,8549,10573,9647,High
48061,40782,7279,26997,16,11248,10342,7538,High
104252,50582,53670,31002,58,15609,6720,3304,Medium
64749,38904,25845,917,25,6867,9751,2778,Low
155560,91010,64550,87511,26,23091,22948,16318,High
129680,57322,72358,2251,93,17529,6419,6296,Low
172979,96508,76471,87345,96,19506,10013,7275,High
174849,57499,117350,22886,84,10498,16949,7279,Low
76745,36882,39863,0,43,8016,5114,4149,Low
133464,110887,22577,53803,42,28934,29321,9189,Medium
116865,56675,60190,1263,35,15022,12036,8961,Low
137428,114317,23111,39894,75,20139,17478,16540,Medium
48624,31388,17236,23381,72,7580,3954,2038,Medium
48321,42131,6190,32804,96,8580,8398,7954,High
166560,112195,54365,0,50,35723,20360,15008,Low
47574,15189,32385,18414,95,3230,3641,1329,Medium
161312,119213,42099,94002,67,37878,33479,9649,High
199293,65598,133695,50453,88,15462,17124,4617,Medium
166550,98745,67805,45592,19,29161,15294,11226,Medium
175334,158524,16810,27276,24,39949,43718,11149,High
143831,58594,85237,64660,51,16077,15625,6584,Medium
160504,88825,71679,40391,66,20347,25388,6423,Medium
120257,93128,27129,8116,96,28277,17855,13831,Medium
89291,77992,11299,48931,26,18331,19787,13085,High
152600,112330,40270,86402,69,27126,24525,14875,High
75428,35286,40142,0,18,8946,5719,5363,Low
156374,115481,40893,9598,45,36534,34515,22028,Low
156127,76950,79177,0,82,21690,8284,11215,Low
136317,104552,31765,48238,89,22983,13848,10938,Medium
164789,151625,13164,88151,45,43071,42228,17804,High
152449,117218,35231,38467,57,32643,13141,20991,Medium
53699,46227,7472,29323,60,15541,12821,3217,Low
98686,29740,68946,0,79,9465,7228,2940,Low
92661,71017,21644,0,83,19848,7622,9700,Medium
69247,58114,11133,54229,89,12686,10801,8801,High
172820,56402,116418,53417,77,17254,14150,9279,Medium
130113,112747,17366,27819,31,29882,24423,11018,Medium
29621,13828,15793,0,86,4799,3971,993,Low
171106,125324,45782,0,89,25002,34279,24215,Low
161198,132219,28979,0,15,21939,22018,8126,Medium
161194,117789,43405,0,35,19314,13772,7582,Low
43030,15490,27540,26246,84,4306,4474,1924,High
107838,74150,33688,77670,97,25051,15086,12819,High
109717,72109,37608,58353,12,10844,8283,11982,High
63638,56332,7306,5356,61,16626,14833,10739,Medium
92067,51811,40256,0,83,14580,14180,3691,Low
143033,72761,70272,72709,69,21570,16581,7738,High
130977,103131,27846,0,72,22800,19543,9521,Medium
113869,64704,49165,0,74,20323,15039,11590,Low
130186,93729,36457,90422,61,14897,22620,11552,High
59674,42976,16698,0,99,12939,11973,2321,Low
191926,168362,23564,0,85,34247,49022,26297,Medium
71271,49116,22155,15294,23,12051,9963,5319,Low
98688,61818,36870,78897,98,19443,16054,8016,High
194590,75941,118649,27294,81,15512,22243,13978,Low
136076,51059,85017,0,77,9550,6650,4519,Low
166339,66587,99752,0,37,19061,6901,5729,Low
26062,10729,15333,16176,80,2753,2937,960,High
75448,53916,21532,0,19,13634,7497,5430,Low
120462,94157,26305,43125,66,18958,10215,6224,Medium
162301,104602,57699,0,75,16420,13809,16169,Low
72915,61165,11750,53644,99,14193,10815,4961,High
29632,27982,1650,0,59,4793,4025,5286,High
129592,107951,21641,21673,23,35753,17385,8890,Medium
159668,120018,39650,108380,25,18992,35412,10603,High
134779,87083,47696,97689,63,20580,20976,8233,High
162240,96006,66234,0,52,15404,23275,15867,Low
133099,47230,85869,67020,51,7987,5617,5390,High
32561,18220,14341,6692,90,5133,4489,3150,Low
107152,95535,11617,68646,31,26694,23680,16023,High
150036,123811,26225,75872,77,19390,28717,23452,High
149049,65646,83403,0,28,9861,9563,10732,Low
51734,31210,20524,0,75,5173,5761,1803,Low
162443,134969,27474,119029,48,40841,36341,23699,High
51069,17557,33512,0,82,4686,4109,3348,Low
37910,20918,16992,5843,28,3297,5157,4163,Low
98479,84071,14408,47773,25,20817,18283,5783,Medium
106264,59777,46487,57591,63,17479,11352,8487,High
48275,16917,31358,20305,34,5477,4259,1351,Medium
97274,63485,33789,55882,27,21382,7210,5674,High
125776,108184,17592,0,32,23312,25383,17508,Medium
73447,50214,23233,0,94,8896,15036,9874,Low
190601,85214,105387,8187,20,16819,21818,11864,Low
151394,83229,68165,0,48,25404,13159,14780,Low
100703,59674,41029,0,77,20545,9283,3063,Low
101090,68389,32701,55815,34,16637,15964,3795,High
42260,33536,8724,21826,72,7078,9362,4678,High
137581,50116,87465,98184,39,11819,10804,5429,High
28812,25304,3508,0,54,5338,5199,4642,Medium
184096,56701,127395,0,99,11413,7488,5403,Low
141148,76295,64853,0,70,20504,18546,8759,Low
183357,58275,125082,39034,60,8924,14012,7528,Low
141421,78549,62872,94264,18,15859,23045,7144,High
26605,17074,9531,9083,85,4819,2732,3180,Medium
97303,61553,35750,50499,11,9627,15467,7366,High
183211,74687,108524,106594,14,12445,13952,8486,High
101125,72782,28343,51270,71,15188,15407,12916,High
169990,55944,114046,19107,78,18213,14729,5415,High
183518,145940,37578,65031,61,44216,21073,25192,Medium
149040,136419,12621,66941,95,21067,22996,9323,High
169118,88085,81033,114870,14,22051,22431,6819,High
180890,115083,65807,64200,68,23584,24638,22168,Medium
29324,16019,13305,21553,77,4480,1898,2825,High
101323,30838,70485,35696,18,9075,5737,3336,Medium
34111,18788,15323,14975,31,6060,4083,2738,Medium
194182,158184,35998,123699,36,38768,44592,30283,High
41389,28450,12939,0,19,9925,3917,2326,Low
147177,53840,93337,0,89,18628,14062,3168,Low
66427,56505,9922,35091,70,18445,7126,7380,High
184818,119245,65573,77284,60,31596,17701,8512,High
147883,125274,22609,0,19,28763,18624,9783,Medium
156189,105762,50427,51696,15,23571,29136,19431,Medium
150808,100105,50703,0,71,15258,13995,5116,Low
137221,50554,86667,0,14,10102,13012,8721,Low
38234,15629,22605,6370,79,4591,3006,1993,Low
78441,73092,5349,0,72,19787,21914,9786,High
25846,11592,14254,0,65,3863,3104,1747,Low
35954,33629,2325,3613,68,5380,8337,3857,High
104239,67311,36928,25935,72,12187,18452,4532,Medium
71514,27766,43748,50684,98,8547,6297,1816,High
113236,41279,71957,70199,68,9151,11092,6734,High
122579,53415,69164,72101,60,9276,8131,4441,High
162541,146557,15984,0,59,51190,17519,7945,High
186177,105971,80206,40127,13,32580,23651,20870,Low
67101,37377,29724,0,57,8662,6987,7365,Low
89323,44981,44342,9811,41,14154,8334,4800,Low
116922,46253,70669,31460,60,13233,9498,2489,Medium
193048,119130,73918,90616,61,36691,20523,18952,Medium
152534,58654,93880,0,83,18361,13209,10244,Low
92584,78054,14530,54078,43,13030,8282,5366,High
129537,70048,59489,0,45,19234,20592,4925,Low
103477,56252,47225,0,79,8514,16028,9750,Low
67533,41067,26466,26629,52,6516,11788,7732,Medium
26828,15793,11035,0,25,5224,2732,2662,Low
26917,25481,1436,15822,68,6510,5258,2041,High
45618,29856,15762,0,62,8872,8682,3335,Low
57254,20458,36796,22480,28,6499,5737,2866,Medium
130292,90483,39809,7873,98,30756,23349,6699,Low
72362,28838,43524,35768,50,9339,5233,2352,Medium
45128,14445,30683,24039,90,3563,3074,1335,High
148781,138512,10269,45071,56,30083,35816,17511,High
90545,72689,17856,69134,63,13149,11237,9203,High
107180,100435,6745,74954,64,23106,22626,17289,High
112958,68974,43984,63974,28,15401,18318,11239,High
165937,107189,58748,94737,71,28074,25885,20050,High
158291,64807,93484,31962,68,18346,12695,11337,Low
64809,29843,34966,34054,74,10315,6473,2628,High
141748,119785,21963,22476,77,35417,35664,11941,Medium
30287,16098,14189,3489,37,4487,3547,2013,Low
190459,159496,30963,152286,27,34613,41010,8316,High
33512,25497,8015,0,35,4000,6254,4731,Medium
157414,65352,92062,0,28,13568,15703,3702,Low
133872,84317,49555,30861,64,25606,20512,8293,Low
175288,129766,45522,0,66,24792,24769,17567,Low
118070,53459,64611,4684,15,15633,10415,6825,Low
104767,87998,16769,7935,10,23403,17033,13038,Medium
122829,80347,42482,3228,17,14813,8569,10375,Low
182686,74427,108259,0,60,15058,11031,6277,Low
192330,130580,61750,0,94,32548,17094,10467,Low
67078,63711,3367,3352,97,14887,17666,11855,High
131288,52231,79057,75750,34,15967,8095,4679,High
108524,90171,18353,20002,56,26770,11513,8308,Low
37219,16180,21039,20402,64,4286,2005,1811,High
25235,20403,4832,19822,73,6415,4896,1446,High
67929,52813,15116,37556,92,13865,5345,6659,High
152309,75441,76868,107614,19,25867,14655,11297,High
92444,47311,45133,0,65,9152,5855,7943,Low
164639,134203,30436,64110,21,39298,36225,21032,Medium
126834,76092,50742,71262,42,17043,22195,5489,High
109555,84908,24647,74669,80,17473,24771,10053,High
98698,39103,59595,0,26,7276,7366,2181,Low
149450,127654,21796,31252,70,33253,29220,6723,Medium
161487,123065,38422,122290,19,23763,27067,14277,Low
192231,170991,21240,111694,40,32500,29069,15037,High
68925,26607,42318,0,69,9262,5023,4057,Low
162023,111060,50963,58209,79,34467,12534,17618,Low
112388,77483,34905,71609,26,23218,20078,14280,High
33007,17485,15522,14445,59,5399,2590,2869,Medium
197904,118347,79557,102902,46,40685,22735,6773,High
83596,27142,56454,50409,91,7183,5323,2870,High
146101,114661,31440,72700,71,22249,24324,10428,Medium
186595,122604,63991,80620,99,39532,32315,13231,Medium
113861,38431,75430,68281,89,11473,9161,2844,High
111740,82965,28775,0,81,19319,19298,5364,Low
40524,24452,16072,20419,97,5983,5021,3133,High
175354,56534,118820,0,86,13130,6738,8935,Low
180002,167445,12557,58437,38,56259,30207,26001,High
156149,143176,12973,0,41,31313,41730,16843,High
150501,95325,55176,0,97,32667,28512,12234,Low
45611,16460,29151,9797,89,5465,4050,2097,Low
173056,136801,36255,0,20,37771,19904,21031,Medium
39060,24207,14853,26146,15,6438,2913,1384,High
68303,33918,34385,0,44,7598,6205,5307,Medium
185359,114815,70544,41068,42,17643,31150,15767,Low
64711,41388,23323,3406,27,7264,10114,3299,Low
168026,111865,56161,94899,46,33654,30961,6416,High
98340,57705,40635,18740,22,14097,12877,3824,Low
127974,88780,39194,0,83,15977,11192,11426,Low
174646,156688,17958,61992,99,31775,19266,25659,Medium
165256,88490,76766,0,90,30048,9698,8866,Low
175168,135179,39989,57641,73,30202,28849,14446,Medium
92728,81729,10999,10773,10,27096,12143,15538,Medium
190088,113365,76723,79732,72,23911,27987,9290,Medium
36246,21321,14925,0,98,5514,5058,1397,Low
174453,120612,53841,84810,43,18585,19734,12243,Medium
152796,104575,48221,0,19,26601,14155,16929,Low
192527,158696,33831,129548,93,44020,19119,22838,High
117263,71496,45767,3373,16,14074,17692,8033,Low
160090,151682,8408,84322,65,40315,28832,29534,High
36302,12293,24009,0,89,3435,2024,1969,Low
92506,27942,64564,0,46,8029,7581,1656,Low
66157,47376,18781,14784,38,14462,10362,7660,Low
79917,39477,40440,0,21,8379,8037,2116,Low
121646,55500,66146,0,26,14627,13801,8188,Low
108122,54356,53766,17874,57,18824,14301,4433,Low
49519,23097,26422,0,93,7613,5478,3567,Low
105910,33892,72018,0,35,11541,6371,3269,Medium
145430,135467,9963,10572,92,30781,23823,24512,High
96324,42718,53606,65860,21,13130,10864,4294,High
30408,23630,6778,0,30,6474,4810,3378,Medium
84379,67139,17240,0,51,11181,16172,6236,Medium
50053,45248,4805,8385,70,14243,12582,8487,High
165518,52942,112576,0,67,15110,14992,8849,Low
156994,136087,20907,92591,63,25827,21167,11770,High
123723,79516,44207,0,43,13195,10939,15292,Low
76356,54300,22056,28813,16,17235,8267,5624,Medium
35789,25728,10061,27479,44,4265,6439,3802,High
122720,102209,20511,66382,24,17198,17785,16499,High
91656,47360,44296,66560,74,11152,6378,2530,High
69028,53599,15429,40299,99,9484,6414,10389,High
89484,57589,31895,0,34,19161,9528,5854,Low
57154,46620,10534,0,68,11377,5931,3658,Medium
27336,25801,1535,7861,88,6807,3387,4582,High
128677,55385,73292,0,95,18588,13113,8608,Low
92779,87817,4962,0,15,22485,9128,5533,High
44029,15779,28250,4068,61,3482,1948,1065,Low
84201,25387,58814,21966,88,7855,6825,3992,Medium
57265,18823,38442,10098,97,4490,5063,1152,Low
127916,66792,61124,94687,30,14273,11077,12528,High
199944,142237,57707,138835,80,41909,16725,22933,High
71197,24553,46644,0,41,7619,5917,2463,Low
150733,45775,104958,7397,62,14114,7874,4780,Low
179782,163441,16341,0,68,56474,17830,20589,High
185558,154802,30756,92543,78,47575,20366,16121,Medium
96907,80042,16865,75242,71,24331,10200,13408,High
153876,134622,19254,68807,13,43280,29323,26414,Medium
89435,67525,21910,24068,95,10131,18881,9296,Medium
65631,24143,41488,0,27,5371,6243,2822,Low
154038,86171,67867,120675,90,25637,18035,7188,High
45103,34731,10372,25126,65,9375,6405,5140,High
89772,43289,46483,48259,33,8030,9685,6616,High
151108,112849,38259,29095,75,23782,21301,17240,Low
39382,12441,26941,23427,22,2704,1856,672,High
109291,54535,54756,0,71,14373,12861,10081,Low
126195,82901,43294,0,63,26223,22768,8349,Low
159828,113615,46213,61848,24,38231,19834,18363,Medium
45609,30789,14820,10749,78,9237,8260,5048,Low
172550,130023,42527,35711,12,41424,24212,19189,Medium
195738,59496,136242,4055,46,14518,10725,6498,Low
100683,36810,63873,22972,46,8391,3889,5199,Low
149714,129474,20240,66349,12,29590,30951,7254,Medium
155330,115431,39899,198,72,31536,30185,18963,Low
96315,35964,60351,0,44,6288,8369,2335,Medium
102834,87136,15698,72511,61,23169,11351,9542,High
151205,69168,82037,0,96,19576,8345,4533,Low
39153,23917,15236,0,37,5687,5131,4198,Low
101325,39960,61365,32696,27,13611,7204,5296,Medium
169071,128759,40312,91497,45,34976,23925,19782,High
80318,58909,21409,0,42,11428,17293,8976,Low
156886,68594,88292,0,73,16863,16790,12089,Low
140033,120597,19436,0,35,34379,21991,8427,Medium
101077,56688,44389,53045,57,12172,5885,8444,High
115474,56597,58877,0,49,9391,6045,7712,Low
158515,63249,95266,0,26,16867,14987,3455,Low
98319,46505,51814,43241,49,15791,12442,3730,Medium
150885,47425,103460,54602,16,11714,11455,4274,Medium
134777,91529,43248,18267,66,30316,16583,5572,Low
42368,35904,6464,0,17,11381,3813,3705,Medium
